,순위,단어,품사,풀이,등급,단어 Revised
2107,4602.0,발가락,명,,B,발가락
2108,3986.0,발걸음,명,,C,발걸음
2109,2925.0,발견01,명,發見,B,발견
2110,1638.0,발견되다,동,發見-,B,발견되다
2111,826.0,발견하다01,동,發見-,B,발견하다
2112,3987.0,발길,명,,C,발길
2113,7521.0,발끝,명,,C,발끝
2114,1369.0,발달,명,發達,B,발달
2115,5490.0,발달되다,동,發達-,C,발달되다
2116,982.0,발달하다,동,發達-,B,발달하다
2117,7776.0,발등,명,,B,발등
2118,3690.0,발레,명,&프ballet,C,발레
2119,5211.0,발목01,명,,B,발목
2120,9145.0,발바닥,명,,C,발바닥
2121,2768.0,발생,명,發生,B,발생
2122,746.0,발생하다,동,發生-,B,발생하다
2123,5491.0,발음01,명,發音,A,발음
2124,16889.0,발음하다01,동,發音-,B,발음하다
2125,4796.0,발자국,명,,C,발자국
2126,416.0,발전01,명,發展,B,발전
2127,4274.0,발전02,명,發電,C,발전
2128,5010.0,발전되다,동,發展-,C,발전되다
2129,983.0,발전하다01,동,發展-,B,발전하다
2130,9146.0,발톱,명,,C,발톱
2131,1231.0,발표01,명,發表,B,발표
2132,2962.0,발표되다,동,發表-,C,발표되다
2133,835.0,발표하다,동,發表-,B,발표하다
2134,2040.0,발휘하다,동,發揮-,C,발휘하다
2135,8753.0,밝다,동,,B,밝다
2136,1322.0,밝다,형,,A,
2137,9148.0,밝아지다,동,,C,밝아지다
2138,3929.0,밝혀내다,동,,C,밝혀내다
2139,1362.0,밝혀지다,동,,C,밝혀지다
2140,230.0,밝히다,동,,B,밝히다
2141,1919.0,밟다,동,,B,밟다
2142,276.0,밤01,명,어두운 때,A,밤
2143,6062.0,밤02,명,열매,B,밤
2144,10041.0,밤낮,명,,B,밤낮
2145,5212.0,밤늦다,형,,B,밤늦다
2146,7778.0,밤새02,명,~ 안녕하셨습니까,C,밤새
2147,9149.0,밤새다,동,,B,밤새다
2148,9572.0,밤새우다,동,,C,밤새우다
2149,8076.0,밤색,명,-色,C,밤색
2150,8754.0,밤중,명,-中,B,밤중
2151,5351.0,밤하늘,명,,C,밤하늘
2152,353.0,밥01,명,~을 먹다,A,밥
2153,4426.0,밥그릇,명,,B,밥그릇
2154,8077.0,밥맛,명,,B,밥맛
2155,3235.0,밥상,명,-床,C,밥상
2156,8381.0,밥솥,명,,B,밥솥
2157,318.0,방07,명,房,A,방
2158,2802.0,방금01,부,方今,B,방금
2159,6590.0,방면01,명,方面,C,방면
2160,4427.0,방문02,명,房門,B,방문
2161,1806.0,방문03,명,訪問,B,방문
2162,1945.0,방문하다,동,訪問-,B,방문하다
2163,6413.0,방바닥,명,房-,C,방바닥
2164,179.0,방법,명,方法,B,방법
2165,538.0,방송01,명,放送,B,방송
2166,2004.0,방송국,명,放送局,B,방송국
2167,5011.0,방송사,명,放送社,C,방송사
2168,6796.0,방송하다01,동,放送-,C,방송하다
2169,454.0,방식01,명,方式,C,방식
2170,955.0,방안01,명,方案,C,방안
2171,5213.0,방울01,명,물~,C,방울
2172,5492.0,방울02,명,~이 울리다,C,방울
2173,3353.0,방지04,명,防止,C,방지
2174,5012.0,방지하다01,동,防止-,C,방지하다
2175,1581.0,방학,명,放學,A,방학
2176,4275.0,방해01,명,妨害,C,방해
2177,4896.0,방해하다,동,妨害-,C,방해하다
2178,484.0,방향01,명,方向,B,방향
2179,1554.0,밭01,명,,B,밭
2180,850.0,배01,명,신체의 일부,A,배
2181,462.0,배02,명,~를 띄우다,A,배
2182,5215.0,배03,명,열매,A,배
2183,918.0,배09,명,倍,C,배
2184,1214.0,배경01,명,背景,B,배경
2185,5905.0,배고프다,형,,A,배고프다
2186,10043.0,배구06,명,排球,B,배구
2187,7523.0,배꼽,명,,B,배꼽
2188,3354.0,배다01,동,땀이 ~,C,배다
2189,7249.0,배달02,명,配達,B,배달
2190,8756.0,배드민턴,명,badminton,B,배드민턴
2191,8757.0,배부르다,형,,A,배부르다
2192,2197.0,배우01,명,俳優,B,배우
2193,441.0,배우다01,동,,A,배우다
2194,8079.0,배우자02,명,配偶者,C,배우자
2195,4129.0,배추01,명,,B,배추
2196,20677.0,배추김치,명,,C,배추김치
2197,6063.0,배치03,명,配置,C,배치
2198,15575.0,백05,수,百,A,백
2199,2410.0,백05,관,百,A,
2200,,백두산,고,白頭山,C,백두산
2201,6240.0,백색01,명,白色,C,백색
2202,1601.0,백성,명,百姓,C,백성
2203,6064.0,백인01,명,白人,C,백인
2204,,백제,고,百濟,C,백제
2205,1974.0,백화점,명,百貨店,A,백화점
2206,4897.0,뱀,명,,B,뱀
2207,2471.0,뱃사람,명,,C,뱃사람
2208,4797.0,뱉다,동,,C,뱉다
2209,4696.0,버려지다,동,,C,버려지다
2210,2383.0,버릇01,명,,B,버릇
2211,704.0,버리다01,동,,B,버리다
2212,121.0,버리다01,보,,A,
2213,5906.0,버섯02,명,,B,버섯
2214,719.0,버스02,명,bus,A,버스
2215,3470.0,버터,명,butter,B,버터
2216,8759.0,버튼,명,button,B,버튼
2217,2525.0,버티다,동,,C,버티다
2218,138.0,번04,의,番,A,번
2219,5619.0,번개01,명,,C,번개
2220,6415.0,번거롭다,형,,C,번거롭다
2221,7250.0,번역,명,飜譯,B,번역
2222,10051.0,번역하다,동,飜譯-,C,번역하다
2223,9578.0,번지03,명,番地,C,번지
2224,774.0,번째,의,番-,B,번째
2225,4276.0,번호02,명,番號,A,번호
2226,4898.0,벌02,의,옷 한 ~,C,벌
2227,5216.0,벌03,명,곤충,C,벌
2228,3408.0,벌06,명,罰,C,벌
2229,4203.0,벌금,명,罰金,C,벌금
2230,1087.0,벌다02,동,돈을 ~,B,벌다
2231,3810.0,벌떡,부,,C,벌떡
2232,3988.0,벌레01,명,,B,벌레
2233,2628.0,벌리다01,동,입을 ~,B,벌리다
2234,686.0,벌써,부,,A,벌써
2235,4798.0,벌어지다01,동,틈이 ~,C,벌어지다
2236,1498.0,벌어지다02,동,싸움이 ~,B,벌어지다
2237,627.0,벌이다,동,,B,벌이다
2238,1582.0,범위,명,範圍,C,범위
2239,3001.0,범인02,명,犯人,C,범인
2240,1232.0,범죄,명,犯罪,C,범죄
2241,603.0,법01,명,法,B,법
2242,1252.0,법01,의,法,B,
2243,1751.0,법률,명,法律,C,법률
2244,1881.0,법원01,명,法院,C,법원
2245,6592.0,법적01,명,法的,C,법적
2246,1219.0,법칙,명,法則,C,법칙
2247,2499.0,벗기다02,동,,B,벗기다
2248,1104.0,벗다,동,,A,벗다
2249,8388.0,베개,명,,B,베개
2250,3750.0,베다02,동,목을 ~,C,베다
2251,,베이징(북경),고,北京,B,베이징(북경)
2252,6593.0,벤치,명,bench,C,벤치
2253,8389.0,벨트,명,belt,B,벨트
2254,4277.0,벼01,명,,C,벼
2255,1199.0,벽06,명,壁,B,벽
2256,5108.0,변경04,명,變更,C,변경
2257,3002.0,변동,명,變動,C,변동
2258,5352.0,변명01,명,辨明,C,변명
2259,5755.0,변신01,명,變身,C,변신
2260,690.0,변하다,동,變-,B,변하다
2261,3280.0,변호사,명,辯護士,B,변호사
2262,294.0,변화,명,變化,B,변화
2263,5620.0,변화되다,동,變化-,C,변화되다
2264,1975.0,변화하다,동,變化-,B,변화하다
2265,1346.0,별01,명,,A,별
2266,2681.0,별02,관,別,B,별
2267,3471.0,별다르다,형,別-,C,별다르다
2268,2335.0,별도01,명,別途,C,별도
2269,801.0,별로01,부,別-,B,별로
2270,4345.0,별명01,명,別名,C,별명
2271,7784.0,별일,명,別-,C,별일
2272,1306.0,병04,명,病,A,병
2273,1976.0,병05,명,甁,A,병
2274,4429.0,병들다,동,病-,B,병들다
2275,7524.0,병실02,명,病室,C,병실
2276,10058.0,병아리,명,,C,병아리
2277,628.0,병원02,명,病院,A,병원
2278,2926.0,보고03,명,報告,B,보고
2279,2629.0,보고서,명,報告書,B,보고서
2280,3869.0,보고하다02,동,報告-,C,보고하다
2281,5217.0,보관01,명,保管,C,보관
2282,2630.0,보관하다,동,保管-,B,보관하다
2283,265.0,보내다,동,,A,보내다
2284,7785.0,보내오다,동,,C,보내오다
2285,4799.0,보너스,명,bonus,C,보너스
2286,21.0,보다01,보,,A,보다
2287,17.0,보다01,동,,A,
2288,862.0,보다02,부,한층 더,A,보다
2289,1855.0,보도04,명,報道,C,보도
2290,4514.0,보도되다,동,報道-,C,보도되다
2291,2062.0,보도하다02,동,報道-,C,보도하다
2292,16935.0,보라색,명,-色,C,보라색
2293,2682.0,보람,명,,B,보람
2294,5493.0,보름01,명,,C,보름
2295,4515.0,보리01,명,,C,보리
2296,5218.0,보살피다,동,,C,보살피다
2297,3811.0,보상02,명,補償,C,보상
2298,5911.0,보수06,명,保守,C,보수
2299,6597.0,보수11,명,補修,C,보수
2300,8768.0,보수적,명,保守的,C,보수적
2301,5912.0,보안01,명,保安,C,보안
2302,5219.0,보완하다,동,補完-,C,보완하다
2303,93.0,보이다01,동,'보다'의 피동사,B,보이다
2304,168.0,보이다02,동,'보다'의 사동사,B,보이다
2305,5353.0,보자기02,명,褓-,C,보자기
2306,3356.0,보장01,명,保障,C,보장
2307,3751.0,보장되다,동,保障-,C,보장되다
2308,3236.0,보장하다01,동,保障-,C,보장하다
2309,4346.0,보전03,명,保全,C,보전
2310,4060.0,보조02,명,補助,C,보조
2311,4607.0,보존,명,保存,C,보존
2312,5220.0,보존하다,동,保存-,C,보존하다
2313,6802.0,보충하다,동,補充-,C,보충하다
2314,1794.0,보통,부,普通,B,보통
2315,1392.0,보통,명,普通,A,
2316,3472.0,보편적,명,普遍的,C,보편적
2317,2411.0,보험,명,保險,B,보험
2318,945.0,보호01,명,保護,B,보호
2319,4608.0,보호되다,동,保護-,C,보호되다
2320,1639.0,보호하다,동,保護-,C,보호하다
2321,4205.0,복13,명,福,C,복
2322,2574.0,복도04,명,複道,B,복도
2323,8085.0,복사09,명,複寫,B,복사
2324,23452.0,복사기,명,複寫機,C,복사기
2325,8391.0,복사하다03,동,複寫-,B,복사하다
2326,13378.0,복숭아,명,,C,복숭아
2327,18638.0,복습,명,復習,B,복습
2328,16943.0,복습하다,동,復習-,B,복습하다
2329,1347.0,복잡하다,형,複雜-,A,복잡하다
2330,1698.0,볶다,동,,B,볶다
2331,10549.0,볶음,명,,C,볶음
2332,8090.0,볶음밥,명,,B,볶음밥
2333,6068.0,본03,관,本,C,본
2334,1592.0,본격적,명,本格的,C,본격적
2335,2158.0,본래,명,本來,B,본래
2336,4516.0,본부03,명,本部,C,본부
2337,6069.0,본사03,명,本社,C,본사
2338,2831.0,본성02,명,本性,C,본성
2339,4279.0,본인,명,本人,C,본인
2340,2128.0,본질02,명,本質,C,본질
2341,3752.0,볼01,명,뺨,C,볼
2342,10551.0,볼링,명,bowling,C,볼링
2343,6603.0,볼일,명,,B,볼일
2344,9583.0,볼펜02,명,ball pen,A,볼펜
2345,972.0,봄01,명,,A,봄
2346,4206.0,봉사03,명,奉仕,C,봉사
2347,7527.0,봉사하다01,동,奉仕-,C,봉사하다
2348,5496.0,봉지06,명,封紙,B,봉지
2349,2741.0,봉투02,명,封套,B,봉투
2350,4903.0,뵈다01,동,보이다,B,뵈다
2351,5914.0,뵈다02,동,웃어른을 보다,B,뵈다
2352,4609.0,뵙다,동,,B,뵙다
2353,2526.0,부15,의,部,B,부
2354,5915.0,부15,명,部,C,
2355,4517.0,부17,명,富,C,부
2356,2315.0,부근03,명,附近,B,부근
2357,6605.0,부끄러움,명,,B,부끄러움
2358,2356.0,부끄럽다,형,,B,부끄럽다
2359,1202.0,부담01,명,負擔,C,부담
2360,3638.0,부담하다01,동,負擔-,C,부담하다
2361,2500.0,부대08,명,部隊,C,부대
2362,1574.0,부동산,명,不動産,B,부동산
2363,1062.0,부드럽다,형,,B,부드럽다
2364,2631.0,부딪치다,동,,B,부딪치다
2365,5498.0,부딪히다,동,,C,부딪히다
2366,5621.0,부러워하다,동,,B,부러워하다
2367,4430.0,부러지다,동,,C,부러지다
2368,2412.0,부럽다,형,,B,부럽다
2369,227.0,부르다01,동,이름을 ~,A,부르다
2370,6070.0,부르다02,형,배가 ~,B,부르다
2371,665.0,부모01,명,父母,A,부모
2372,1160.0,부모님,명,父母-,A,부모님
2373,1547.0,부문06,명,部門,C,부문
2374,977.0,부부03,명,夫婦,A,부부
2375,291.0,부분01,명,部分,B,부분
2376,3753.0,부분적,명,部分的,C,부분적
2377,,부산,고,釜山,A,부산
2378,5356.0,부상05,명,負傷,C,부상
2379,4207.0,부서12,명,部署,C,부서
2380,3930.0,부서지다,동,,C,부서지다
2381,2159.0,부엌,명,,A,부엌
2382,2096.0,부위04,명,部位,C,부위
2383,1619.0,부인01,명,夫人,A,부인
2384,7256.0,부인04,명,婦人,C,부인
2385,3150.0,부자08,명,富者,B,부자
2386,2683.0,부작용,명,副作用,B,부작용
2387,9167.0,부잣집,명,富者-,B,부잣집
2388,2413.0,부장07,명,部長,B,부장
2389,5622.0,부재03,명,不在,C,부재
2390,1154.0,부정02,명,不正,C,부정
2391,3410.0,부정적,명,否定的,C,부정적
2392,2963.0,부정하다06,동,否定-,C,부정하다
2393,1869.0,부족01,명,不足,B,부족
2394,1780.0,부족05,명,部族,B,부족
2395,1243.0,부족하다,형,不足-,B,부족하다
2396,10068.0,부지런하다,형,,B,부지런하다
2397,5110.0,부지런히,부,,C,부지런히
2398,7789.0,부채01,명,,C,부채
2399,2472.0,부처04,명,部處,B,부처
2400,4611.0,부치다02,동,편지를 ~,B,부치다
2401,5757.0,부친,명,父親,C,부친
2402,3582.0,부탁,명,付託,B,부탁
2403,2927.0,부탁하다,동,付託-,B,부탁하다
2404,3473.0,부품,명,部品,C,부품
2405,10070.0,부피,명,,C,부피
2406,3640.0,부회장,명,副會長,C,부회장
2407,7023.0,북07,명,北,B,북
2408,3411.0,북부01,명,北部,C,북부
2409,2179.0,북쪽,명,北-,A,북쪽
2410,,북한,고,北韓,B,북한
2411,499.0,분01,의,한 ~,A,분
2412,302.0,분08,의,10시 20~,A,분
2413,2595.0,분노,명,憤怒,C,분노
2414,3583.0,분량,명,分量,C,분량
2415,3412.0,분리04,명,分離,C,분리
2416,3812.0,분리되다,동,分離-,C,분리되다
2417,5359.0,분리하다03,동,分離-,C,분리하다
2418,2742.0,분명01,부,分明,B,분명
2419,958.0,분명하다01,형,分明-,C,분명하다
2420,9169.0,분명해지다,동,分明-,C,분명해지다
2421,1462.0,분명히,부,分明-,B,분명히
2422,959.0,분석02,명,分析,C,분석
2423,1555.0,분석하다02,동,分析-,B,분석하다
2424,517.0,분야,명,分野,C,분야
2425,425.0,분위기,명,雰圍氣,B,분위기
2426,7258.0,분주하다05,형,奔走-,C,분주하다
2427,2527.0,분포하다02,동,分布-,C,분포하다
2428,33246.0,분필03,명,粉筆,C,분필
2429,11819.0,분홍색,명,粉紅色,C,분홍색
2430,506.0,불01,명,,A,불
2431,1593.0,불가능하다,형,不可能-,B,불가능하다
2432,3003.0,불가피하다,형,不可避-,C,불가피하다
2433,3754.0,불고기,명,,A,불고기
2434,3584.0,불과01,부,不過,C,불과
2435,934.0,불과하다,형,不過-,C,불과하다
2436,567.0,불교,명,佛敎,B,불교
2437,874.0,불구하다02,동,不拘-,C,불구하다
2438,4433.0,불꽃01,명,,B,불꽃
2439,1263.0,불다01,동,바람이 ~,A,불다
2440,2964.0,불러일으키다,동,,C,불러일으키다
2441,1383.0,불리다04,동,'부르다'의 피동사,B,불리다
2442,3755.0,불리다07,동,물에 ~,C,불리다
2443,4061.0,불리하다,형,不利-,C,불리하다
2444,1807.0,불만,명,不滿,B,불만
2445,1356.0,불법01,명,不法,C,불법
2446,7791.0,불법02,명,佛法,C,불법
2447,2501.0,불빛,명,,B,불빛
2448,3188.0,불쌍하다,형,,B,불쌍하다
2449,1992.0,불안01,명,不安,B,불안
2450,2180.0,불안하다,형,不安-,B,불안하다
2451,4348.0,불어오다,동,,C,불어오다
2452,6812.0,불완전하다,형,不完全-,C,불완전하다
2453,7026.0,불이익,명,不利益,C,불이익
2454,4062.0,불편01,명,不便,C,불편
2455,1808.0,불편하다01,형,不便-,B,불편하다
2456,6813.0,불평01,명,不平,C,불평
2457,6072.0,불평등하다,형,不平等-,C,불평등하다
2458,7027.0,불필요하다,형,不必要-,C,불필요하다
2459,3756.0,불행,명,不幸,C,불행
2460,3318.0,불행하다,형,不幸-,B,불행하다
2461,8779.0,불확실하다,형,不確實-,C,불확실하다
2462,1946.0,붉다01,형,,B,붉다
2463,6815.0,붐비다,동,,C,붐비다
2464,8400.0,붓다01,동,얼굴이 ~,C,붓다
2465,1841.0,붓다02,동,물을 ~,B,붓다
2466,734.0,붙다,동,,B,붙다
2467,5360.0,붙들다,동,,C,붙들다
2468,705.0,붙이다,동,,B,붙이다
2469,3530.0,붙잡다,동,,C,붙잡다
2470,5759.0,붙잡히다,동,,C,붙잡히다
2471,5760.0,브랜드,명,brand,C,브랜드
2472,7795.0,블라우스,명,blouse,B,블라우스
2473,592.0,비01,명,~가 내리다,A,비
2474,8401.0,비19,명,碑,C,비
2475,2596.0,비교01,명,比較,B,비교
2476,1650.0,비교적,부,比較的,B,비교적
2477,1508.0,비교하다,동,比較-,B,비교하다
2478,2336.0,비극,명,悲劇,C,비극
2479,10077.0,비기다01,동,,C,비기다
2480,2684.0,비난,명,非難,C,비난
2481,6608.0,비누,명,,A,비누
2482,3039.0,비닐,명,vinyl,B,비닐
2483,7262.0,비닐봉지,명,vinyl封紙,B,비닐봉지
2484,900.0,비다01,동,,C,비다
2485,10565.0,비둘기,명,,C,비둘기
2486,1882.0,비디오,명,video,A,비디오
2487,1534.0,비로소,부,,C,비로소
2488,2283.0,비롯되다,동,,C,비롯되다
2489,863.0,비롯하다,동,,C,비롯하다
2490,8781.0,비만01,명,肥滿,C,비만
2491,3757.0,비명02,명,悲鳴,C,비명
2492,1357.0,비밀,명,秘密,B,비밀
2493,6249.0,비바람,명,,C,비바람
2494,4063.0,비비다,동,,C,비비다
2495,13411.0,비빔밥,명,,A,비빔밥
2496,5500.0,비상01,명,非常,C,비상
2497,5501.0,비서05,명,秘書,B,비서
2498,760.0,비슷하다02,형,,A,비슷하다
2499,1819.0,비싸다,형,,A,비싸다
2500,1170.0,비용03,명,費用,B,비용
2501,2097.0,비우다01,동,,C,비우다
2502,5917.0,비웃다,동,,C,비웃다
2503,3040.0,비율02,명,比率,C,비율
2504,2528.0,비중01,명,比重,C,비중
2505,2198.0,비추다,동,,C,비추다
2506,2129.0,비치다01,동,,C,비치다
2507,5918.0,비키다,동,,B,비키다
2508,6075.0,비타민,명,vitamin,B,비타민
2509,1314.0,비판01,명,批判,C,비판
2510,7264.0,비판적,명,批判的,C,비판적
2511,2384.0,비판하다,동,批判-,B,비판하다
2512,448.0,비하다,동,比-,C,비하다
2513,6609.0,비행02,명,非行,C,비행
2514,3932.0,비행03,명,飛行,C,비행
2515,1171.0,비행기,명,飛行機,A,비행기
2516,7536.0,비행장,명,飛行場,C,비행장
2517,2898.0,빌다01,동,소원을 ~,B,빌다
2518,6076.0,빌딩,명,building,B,빌딩
2519,1315.0,빌리다,동,,B,빌리다
2520,23601.0,빗01,명,~으로 빗다,B,빗
2521,4701.0,빗물,명,,B,빗물
2522,8785.0,빗방울,명,,C,빗방울
2523,6610.0,빗줄기,명,,C,빗줄기
2524,3813.0,빚,명,,C,빚
2525,816.0,빛,명,,B,빛
2526,3531.0,빛깔,명,,C,빛깔
2527,2005.0,빛나다,동,,C,빛나다
2528,6077.0,빠뜨리다,동,,C,빠뜨리다
2529,613.0,빠르다,형,,A,빠르다
2530,1977.0,빠져나가다,동,,C,빠져나가다
2531,3357.0,빠져나오다,동,,C,빠져나오다
2532,1220.0,빠지다01,동,머리가 ~,B,빠지다
2533,717.0,빠지다02,동,물에 ~,B,빠지다
2534,9605.0,빨간색,명,-色,A,빨간색
2535,2385.0,빨갛다,형,,B,빨갛다
2536,5223.0,빨다01,동,젖을 ~,C,빨다
2537,5761.0,빨다02,동,옷을 ~,B,빨다
2538,2632.0,빨래,명,,B,빨래
2539,572.0,빨리,부,,A,빨리
2540,2130.0,빵01,명,,A,빵
2541,5224.0,빼놓다,동,,C,빼놓다
2542,998.0,빼다01,동,가시를 ~,B,빼다
2543,3991.0,빼앗기다,동,,C,빼앗기다
2544,3642.0,빼앗다,동,,C,빼앗다
2545,7266.0,뺏다,동,,C,뺏다
2546,3532.0,뺨,명,,B,뺨
2547,3585.0,뻔하다01,보,,C,뻔하다
2548,3476.0,뻔하다02,형,,C,뻔하다
2549,2551.0,뻗다,동,,B,뻗다
2550,2216.0,뼈,명,,B,뼈
2551,1238.0,뽑다,동,,B,뽑다
2552,3477.0,뽑히다,동,,C,뽑히다
2553,1179.0,뿌리,명,,B,뿌리
2554,1348.0,뿌리다,동,,B,뿌리다
2555,5502.0,뿌리치다,동,,C,뿌리치다
2556,177.0,뿐01,의,,B,뿐
2557,11837.0,사11,수,四,A,사
2558,244.0,사건01,명,事件,C,사건
2559,8407.0,사계절,명,四季節,B,사계절
2560,691.0,사고12,명,事故,B,사고
2561,1947.0,사고14,명,思考,C,사고
2562,3237.0,사과05,명,沙果,A,사과
2563,4064.0,사과08,명,謝過,C,사과
2564,8408.0,사과하다02,동,謝過-,B,사과하다
2565,3238.0,사귀다,동,,C,사귀다
2566,6251.0,사기01,명,士氣,C,사기
2567,5919.0,사나이,명,,C,사나이
2568,6426.0,사냥,명,,C,사냥
2569,199.0,사다,동,,A,사다
2570,5362.0,사들이다,동,,C,사들이다
2571,844.0,사라지다,동,,B,사라지다
2572,12.0,사람,명,,A,사람
2573,373.0,사랑01,명,,A,사랑
2574,7539.0,사랑스럽다,형,,B,사랑스럽다
2575,764.0,사랑하다,동,,A,사랑하다
2576,1400.0,사례05,명,事例,C,사례
2577,9611.0,사립04,명,私立,C,사립
2578,5626.0,사망04,명,死亡,C,사망
2579,6252.0,사망하다01,동,死亡-,C,사망하다
2580,5921.0,사모님,명,師母-,B,사모님
2581,5762.0,사무05,명,事務,B,사무
2582,3870.0,사무소,명,事務所,C,사무소
2583,1781.0,사무실,명,事務室,A,사무실
2584,6253.0,사무직,명,事務職,C,사무직
2585,1323.0,사물10,명,事物,B,사물
2586,3533.0,사방03,명,四方,C,사방
2587,5225.0,사상01,명,史上,C,사상
2588,9612.0,사생활,명,私生活,C,사생활
2589,2743.0,사설04,명,社說,C,사설
2590,5763.0,사소하다01,형,些少-,C,사소하다
2591,5114.0,사슴01,명,,C,사슴
2592,103.0,사실04,명,事實,B,사실
2593,673.0,사실04,부,事實,B,
2594,1883.0,사실상,부,事實上,C,사실상
